Company,Sector,Industry,Continent,Country,Market Value,Sales,Profits,Assets,Rank,Forbes Webpage
Aberdeen Asset Management,Financials,Investment Services,Europe,United Kingdom,9.1,2.1,0.5,7.3,1589,http://www.forbes.com/companies/aberdeen-asset-management/
NVIDIA,Information Technology,Semiconductors,North America,United States,10.3,4.1,0.4,7.3,1589,http://www.forbes.com/companies/nvidia/
TDK,Information Technology,Electronics,Asia,Japan,5.4,9.9,0.1,12.5,1591,http://www.forbes.com/companies/tdk/
K+S,Materials,Diversified Chemicals,Europe,Germany,6.2,5.1,0.5,8.8,1592,http://www.forbes.com/companies/k-plus-s/
Harris,Information Technology,Communications Equipment,North America,United States,7.9,5,0.4,4.9,1593,http://www.forbes.com/companies/harris/
OCI,,,Europe,Netherlands,9.5,5.5,0.3,11.1,1593,http://www.forbes.com/companies/oci/
Forest Laboratories,Health Care,Pharmaceuticals,North America,United States,25.3,3.4,0.2,9.1,1595,http://www.forbes.com/companies/forest-laboratories/
Hyosung,Materials,Diversified Metals & Mining,Asia,South Korea,2.5,11.5,-0.2,12.9,1596,http://www.forbes.com/companies/hyosung/
DIA,Consumer Staples,Food Retail,Europe,Spain,5.9,13.1,0.3,4.6,1597,http://www.forbes.com/companies/dia/
Nishi-Nippon City Bank,Financials,Regional Banks,Asia,Japan,1.8,1.8,0.2,77.3,1597,http://www.forbes.com/companies/nishi-nippon-city-bank/
Minmetals Development,Industrials,Trading Companies,Asia,China,1.9,28.6,0.1,8.3,1597,http://www.forbes.com/companies/minmetals-development/
Expeditors International,Industrials,Air Courier,North America,United States,8,6.1,0.3,3,1600,http://www.forbes.com/companies/expeditors-international/
Hopson Development Holdings,Financials,Real Estate,Asia,Hong Kong,2.1,2,0.5,17.4,1601,http://www.forbes.com/companies/hopson-development/
77 Bank,Financials,Regional Banks,Asia,Japan,1.7,1.1,0.1,76.6,1602,http://www.forbes.com/companies/77-bank/
Eastman Kodak,Consumer Discretionary,Consumer Electronics,North America,United States,1.4,2.3,2,3.2,1603,http://www.forbes.com/companies/eastman-kodak/
Saudi Hollandi Bank,Financials,Regional Banks,Asia,Saudi Arabia,5.1,0.8,0.4,21.5,1603,http://www.forbes.com/companies/saudi-hollandi-bank/
Chugoku Bank,Financials,Regional Banks,Asia,Japan,2.6,1.2,0.3,66,1605,http://www.forbes.com/companies/chugoku-bank/
North Pacific Bank,Financials,Regional Banks,Asia,Japan,1.7,1.9,0.2,74.6,1606,http://www.forbes.com/companies/north-pacific-bank/
Lanxess,Materials,Diversified Chemicals,Europe,Germany,6.3,11,-0.2,9.4,1607,http://www.forbes.com/companies/lanxess/
OHL Group,Industrials,Construction Services,Europe,Spain,4.4,4.9,0.4,18.8,1608,http://www.forbes.com/companies/ohl-group/
Aspen Pharmacare Holdings,Health Care,Pharmaceuticals,Africa,South Africa,12.1,2.3,0.4,7.7,1608,http://www.forbes.com/companies/aspen-pharmacare-holdings/
Alexion Pharmaceuticals,Health Care,Biotechs,North America,United States,30.7,1.5,0.3,3.3,1610,http://www.forbes.com/companies/alexion-pharmaceuticals/
Subsea 7,Energy,Oil Services & Equipment,Europe,United Kingdom,6.1,6.3,0.3,10.4,1610,http://www.forbes.com/companies/subsea-7/
Airports of Thailand,Industrials,Other Transportation,Asia,Thailand,8.5,1.2,0.5,4.7,1612,http://www.forbes.com/companies/airports-of-thailand/
Bank of Kyoto,Financials,Regional Banks,Asia,Japan,3.1,1.1,0.2,73.6,1612,http://www.forbes.com/companies/bank-of-kyoto/
Burberry Group,Consumer Discretionary,Apparel/Accessories,Europe,United Kingdom,10.2,3.4,0.4,2.8,1614,http://www.forbes.com/companies/burberry-group/
Ezdan Holding Group,Financials,Real Estate,Asia,Qatar,11.6,0.3,0.3,11.3,1614,http://www.forbes.com/companies/ezdan-holding-group/
Cattolica Assicurazioni,Financials,Diversified Insurance,Europe,Italy,1.5,6,0.1,24.5,1616,http://www.forbes.com/companies/cattolica-assicurazioni/
Tech Data,Information Technology,Electronics,North America,United States,2.4,26.3,0.2,6.7,1617,http://www.forbes.com/companies/tech-data/
Tractor Supply,Consumer Discretionary,Specialty Stores,North America,United States,10,5.2,0.3,1.9,1618,http://www.forbes.com/companies/tractor-supply/
Hiroshima Bank,Financials,Regional Banks,Asia,Japan,2.6,1.3,0.2,69.4,1619,http://www.forbes.com/companies/hiroshima-bank/
Semen Indonesia,Materials,Construction Materials,Asia,Indonesia,8.7,2.3,0.5,2.5,1620,http://www.forbes.com/companies/semen-indonesia/
Tobu Railway,Industrials,Railroads,Asia,Japan,5.1,6,0.3,14.1,1621,http://www.forbes.com/companies/tobu-railway/
Crown Holdings,Materials,Containers & Packaging,North America,United States,6.3,8.7,0.3,8,1622,http://www.forbes.com/companies/crown-holdings/
Banca Popolare di Milano,Financials,Regional Banks,Europe,Italy,3.2,2.9,0,68,1622,http://www.forbes.com/companies/banca-popolare-di-milano/
Gunma Bank,Financials,Regional Banks,Asia,Japan,2.5,1.3,0.2,67.8,1624,http://www.forbes.com/companies/gunma-bank/
Franshion Properties (China),Financials,Consumer Financial Services,Asia,Hong Kong,3.1,2.7,0.5,15.6,1625,http://www.forbes.com/companies/franshion-properties-china/
Cliffs Natural Resources,Materials,Iron & Steel,North America,United States,3.1,5.6,0.4,13.1,1626,http://www.forbes.com/companies/cliffs-natural-resources/
China Communications Services,Telecommunication Services,Telecommunications services,Asia,China,3.1,11.1,0.4,8,1626,http://www.forbes.com/companies/china-communications-services/
Alaska Air Group,Industrials,Airline,North America,United States,6.5,5.2,0.5,5.8,1628,http://www.forbes.com/companies/alaska-air-group/
Bank Muscat,Financials,Regional Banks,Asia,Oman,4,1.1,0.4,22,1629,http://www.forbes.com/companies/bank-muscat/
JB Hunt Transport,Industrials,Trucking,North America,United States,8.6,5.6,0.3,2.8,1630,http://www.forbes.com/companies/jb-hunt-transport/
Nabors Industries,Energy,Oil Services & Equipment,North America,Bermuda,7.3,6.2,0.1,12.2,1631,http://www.forbes.com/companies/nabors-industries/
SNC-Lavalin Group,Industrials,Construction Services,North America,Canada,6.7,7.7,0,11.1,1632,http://www.forbes.com/companies/snc-lavalin-group/
Federal Grid of UES,Utilities,Electric Utilities,Asia,Russia,2.8,4.8,-0.2,38.3,1633,http://www.forbes.com/companies/federal-grid-of-ues/
SK Networks,Industrials,Trading Companies,Asia,South Korea,2.2,23.7,-0.5,8.4,1634,http://www.forbes.com/companies/sk-networks/
NCR,Information Technology,Computer Hardware,North America,United States,6.1,6.1,0.4,8.1,1635,http://www.forbes.com/companies/ncr/
Bank Audi,Financials,Regional Banks,Asia,Lebanon,2.2,2.3,0.3,36.2,1636,http://www.forbes.com/companies/bank-audi/
Central Bank of India,Financials,Regional Banks,Asia,India,1.1,4.3,0.2,49.5,1637,http://www.forbes.com/companies/central-bank-of-india/
Masco,Materials,Construction Materials,North America,United States,8,8.2,0.3,6.9,1638,http://www.forbes.com/companies/masco/
BS Financial Group,Financials,Investment Services,Asia,South Korea,2.8,2.2,0.3,44.5,1638,http://www.forbes.com/companies/bs-financial-group/
CorpBanca,Financials,Regional Banks,South America,Chile,4,2.3,0.3,33.3,1638,http://www.forbes.com/companies/corpbanca/
China National Materials,Industrials,Other Industrial Equipment,Asia,China,0.7,8.5,0.1,15.6,1641,http://www.forbes.com/companies/china-national-materials/
Maanshan Iron & Steel,Materials,Iron & Steel,Asia,China,2,12,0,11.8,1642,http://www.forbes.com/companies/maanshan-iron-steel/
G4S,Industrials,Security Systems,Europe,United Kingdom,6.3,11.6,-0.6,8.9,1642,http://www.forbes.com/companies/g4s/
Twitter,,,North America,United States,27.6,0.7,-0.6,3.4,1644,http://www.forbes.com/companies/twitter/
Liberbank,Financials,Regional Banks,Europe,Spain,1.8,2,0.1,61.4,1645,http://www.forbes.com/companies/liberbank/
First Niagara Financial,Financials,Thrifts & Mortgage Finance,North America,United States,3.4,1.6,0.3,37.8,1646,http://www.forbes.com/companies/first-niagara-financial/
Thomas Cook Group,Consumer Discretionary,Business & Personal Services,Europe,United Kingdom,4.4,14.5,-0.3,10.2,1647,http://www.forbes.com/companies/thomas-cook-group/
Grupo Elektra,Information Technology,Computer & Electronics Retail,North America,Mexico,7.3,5.6,0.1,13.4,1647,http://www.forbes.com/companies/grupo-elektra/
Netflix,Consumer Discretionary,Internet & Catalog Retail,North America,United States,21.8,4.4,0.1,5.4,1647,http://www.forbes.com/companies/netflix/
Petrovietnam Gas,,,Asia,Vietnam,7.5,3.1,0.6,2.4,1650,http://www.forbes.com/companies/petrovietnam-gas/
Sumitomo Rubber,Consumer Discretionary,Auto & Truck Parts,Asia,Japan,3.3,8,0.5,8.3,1651,http://www.forbes.com/companies/sumitomo-rubber/
Yandex NV,Information Technology,Computer Services,Europe,Netherlands,10.2,1.2,0.4,2.2,1651,http://www.forbes.com/companies/yandex-nv/
Aareal Bank,Financials,Thrifts & Mortgage Finance,Europe,Germany,2.7,1.3,0.2,59.2,1653,http://www.forbes.com/companies/aareal-bank/
Banco BPI,Financials,Regional Banks,Europe,Portugal,3.8,1.4,0.1,58.8,1654,http://www.forbes.com/companies/banco-bpi/
China Gezhouba,Industrials,Construction Services,Asia,China,2.9,9.1,0.3,14,1655,http://www.forbes.com/companies/china-gezhouba/
JC Penney,Consumer Discretionary,Department Stores,North America,United States,2.7,11.9,-1.4,11.8,1655,http://www.forbes.com/companies/jc-penney/
Aurizon Holdings,Industrials,Railroads,Australia,Australia,10.1,3.7,0.4,9.3,1657,http://www.forbes.com/companies/aurizon-holdings/
Banca CARIGE,Financials,Thrifts & Mortgage Finance,Europe,Italy,2,1.8,-2,58.1,1657,http://www.forbes.com/companies/banca-carige/
Tesla Motors,,,North America,United States,26.7,2,-0.1,2.4,1657,http://www.forbes.com/companies/tesla-motors/
Israel Discount Bank,Financials,Regional Banks,Asia,Israel,2,2.7,0.2,57.8,1660,http://www.forbes.com/companies/israel-discount-bank/
A2A,Utilities,Electric Utilities,Europe,Italy,4.1,7.1,0.1,17.6,1661,http://www.forbes.com/companies/a2a/
Blom Bank,Financials,Regional Banks,Asia,Lebanon,1.9,1.6,0.3,26.2,1661,http://www.forbes.com/companies/blom-bank/
Huntsman,Materials,Diversified Chemicals,North America,United States,6,11.1,0.1,9.2,1663,http://www.forbes.com/companies/huntsman/
JTEKT,Consumer Discretionary,Auto & Truck Parts,Asia,Japan,5.1,12.5,0.2,10.6,1664,http://www.forbes.com/companies/jtekt/
Waters,,Precision Healthcare Equipment,North America,United States,9.3,1.9,0.4,3.6,1665,http://www.forbes.com/companies/waters/
E.Sun Financial,Financials,Consumer Financial Services,Asia,Taiwan,3.5,1.2,0.3,45.1,1666,http://www.forbes.com/companies/esun-financial/
Almarai,Consumer Staples,Food Processing,Asia,Saudi Arabia,10.4,3,0.4,6.2,1667,http://www.forbes.com/companies/almarai/
BOE Technology Group,Information Technology,Electronics,Asia,China,4.8,5.4,0.4,14.8,1668,http://www.forbes.com/companies/boe-technology-group/
SL Green Realty,Financials,Real Estate,North America,United States,9.6,1.5,0.1,15,1669,http://www.forbes.com/companies/sl-green-realty/
Banrisul,Financials,Regional Banks,South America,Brazil,2.3,3.6,0.4,22.6,1670,http://www.forbes.com/companies/banrisul/
Equity Assurance,,,Africa,Nigeria,0,0,0,54.3,1670,http://www.forbes.com/companies/equity-assurance/
Juroku Bank,Financials,Regional Banks,Asia,Japan,1.3,1.1,0.1,54.2,1672,http://www.forbes.com/companies/juroku-bank/
Ruentex Industries,,,Asia,Taiwan,2.3,2.6,1.5,3.9,1673,http://www.forbes.com/companies/ruentex-industries/
Atco,Utilities,Electric Utilities,North America,Canada,5.5,4.2,0.4,15.1,1674,http://www.forbes.com/companies/atco/
Salzgitter,Materials,Iron & Steel,Europe,Germany,2.4,12.3,-0.7,11.1,1674,http://www.forbes.com/companies/salzgitter/
Ashikaga Holdings,Financials,Regional Banks,Asia,Japan,1.5,1.1,0.2,53.9,1676,http://www.forbes.com/companies/ashikaga-holdings/
Ziggo,,,Europe,Netherlands,8.9,2.1,0.5,7.3,1677,http://www.forbes.com/companies/ziggo/
Bolsas & Mercados,Financials,Investment Services,Europe,Spain,3.4,0.4,0.2,53.6,1678,http://www.forbes.com/companies/bolsas-mercados/
Thanachart Capital,Financials,Regional Banks,Asia,Thailand,1.4,2.4,0.3,32,1679,http://www.forbes.com/companies/thanachart-capital/
Brilliance China Automotive Holdings,,,Asia,Hong Kong,7.7,1,0.5,3.1,1680,http://www.forbes.com/companies/brilliance-china-automotive-holdings/
Halyk Bank,Financials,Regional Banks,Asia,Kazakhstan,2.2,1.7,0.5,16.3,1681,http://www.forbes.com/companies/halyk-bank/
ARM Holdings,Information Technology,Semiconductors,Europe,United Kingdom,24.5,1.1,0.2,2.7,1682,http://www.forbes.com/companies/arm-holdings/
ProSiebenSat1 Media,Consumer Discretionary,Broadcasting & Cable,Europe,Germany,9.9,3.5,0.4,4.9,1683,http://www.forbes.com/companies/prosieben-sat1-media/
Hyundai Hysco,Materials,Iron & Steel,Asia,South Korea,1.2,3.7,1.5,5.2,1684,http://www.forbes.com/companies/hyundai-hysco/
Shionogi & Co.,Health Care,Pharmaceuticals,Asia,Japan,6.1,3,0.8,5.9,1684,http://www.forbes.com/companies/shionogi-co/
Sega Sammy Holdings,Consumer Discretionary,Recreational Products,Asia,Japan,5.8,4.3,0.8,5.5,1686,http://www.forbes.com/companies/sega-sammy-holdings/
WABCO Holdings,Consumer Discretionary,Auto & Truck Parts,North America,United States,6.6,2.7,0.7,2.4,1687,http://www.forbes.com/companies/wabco-holdings/
Imperial Holdings,Industrials,Conglomerates,Africa,South Africa,3.7,10.2,0.4,5.4,1687,http://www.forbes.com/companies/imperial-holdings/
Senshu Ikeda Holdings,Financials,Regional Banks,Asia,Japan,1.1,1,0.1,50.7,1687,http://www.forbes.com/companies/senshu-ikeda-holdings/
Hugo Boss,Consumer Discretionary,Apparel/Accessories,Europe,Germany,9.2,3.2,0.4,2.1,1690,http://www.forbes.com/companies/hugo-boss/
Magnitogorsk Iron & Steel,Materials,Iron & Steel,Asia,Russia,1.8,8.4,-0.4,14.4,1691,http://www.forbes.com/companies/magnitogorsk-iron/
Nanto Bank,Financials,Regional Banks,Asia,Japan,1,0.8,0.1,49.7,1692,http://www.forbes.com/companies/nanto-bank/
ASM International N.V.,Information Technology,Semiconductors,Europe,Netherlands,2.6,0.8,1.4,2.1,1693,http://www.forbes.com/companies/asm-international-nv/
Emirates Integrated Telecom,Telecommunication Services,Telecommunications services,Asia,United Arab Emirates,7.5,2.9,0.5,4.4,1694,http://www.forbes.com/companies/emirates-integrated-telecom/
BayWa,Consumer Discretionary,Specialty Stores,Europe,Germany,2,19.5,0.2,6.9,1695,http://www.forbes.com/companies/baywa/
Affiliated Managers Group,Financials,Investment Services,North America,United States,11.3,2.2,0.4,6.3,1696,http://www.forbes.com/companies/affiliated-managers-group/
IDB Holding,Financials,Investment Services,Asia,Israel,0,8.9,-0.1,13.4,1697,http://www.forbes.com/companies/idb-holding/
China Agri-Industries,Materials,Diversified Chemicals,Asia,Hong Kong,2.1,12.2,0.2,10.7,1698,http://www.forbes.com/companies/china-agri-industries/
Qatar Islamic Bank,Financials,Regional Banks,Asia,Qatar,4.9,0.8,0.4,21.2,1699,http://www.forbes.com/companies/qatar-islamic-bank/
LinkedIn,Information Technology,Computer Services,North America,United States,22.7,1.5,0,3.4,1700,http://www.forbes.com/companies/linkedin/
Lindt & Sprungli,Consumer Staples,Food Processing,Europe,Switzerland,13.2,3.1,0.3,4.4,1700,http://www.forbes.com/companies/lindt-sprungli/
PBF Energy,Energy,Oil & Gas Operations,North America,United States,3,19.2,0,4.4,1702,http://www.forbes.com/companies/pbf-energy/
Hyakugo Bank,Financials,Regional Banks,Asia,Japan,1,0.8,0.1,48.1,1702,http://www.forbes.com/companies/hyakugo-bank/
Pacific Rubiales Energy,Energy,Oil & Gas Operations,North America,Canada,5.9,4.6,0.4,11.2,1704,http://www.forbes.com/companies/pacific-rubiales-energy/
Far Eastern New Century,Materials,Diversified Chemicals,Asia,Taiwan,5.6,8,0.2,12.3,1705,http://www.forbes.com/companies/far-eastern-new-century/
Reliance Steel,Materials,Iron & Steel,North America,United States,5.5,9.2,0.3,7.3,1705,http://www.forbes.com/companies/reliance-steel/
Ayala,Industrials,Conglomerates,Asia,Philippines,7.9,3.2,0.3,13.5,1707,http://www.forbes.com/companies/ayala/
CJ Cheiljedang,Consumer Staples,Food Processing,Asia,South Korea,3.6,9.9,0.1,12.3,1707,http://www.forbes.com/companies/cj-cheiljedang/
Polyus Gold International,Materials,Diversified Metals & Mining,Europe,United Kingdom,10.3,2.6,0.4,5.4,1709,http://www.forbes.com/companies/polyus-gold-international/
Pinnacle West,Utilities,Electric Utilities,North America,United States,6,3.5,0.4,13.5,1709,http://www.forbes.com/companies/pinnacle-west/
BOK Financial,Financials,Regional Banks,North America,United States,4.9,1.3,0.3,27,1711,http://www.forbes.com/companies/bok-financial/
Hudson City Bancorp,Financials,Thrifts & Mortgage Finance,North America,United States,5.2,1.4,0.2,38.6,1712,http://www.forbes.com/companies/hudson-city-bancorp/
Guaranty Trust Bank,Financials,Regional Banks,Africa,Nigeria,4.7,1.5,0.6,13.1,1713,http://www.forbes.com/companies/guaranty-trust-bank/
Ogaki Kyoritsu Bank,Financials,Regional Banks,Asia,Japan,1,1,0.1,46.3,1713,http://www.forbes.com/companies/ogaki-kyoritsu-bank/
Gansu Jiu Steel Group Hongxing Iron & Steel,Materials,Iron & Steel,Asia,China,2.2,13.1,-0.4,9.9,1715,http://www.forbes.com/companies/gansu-jiu-steel-group-hongxing-iron-steel/
Realogy Holdings,,,North America,United States,6.4,5.3,0.4,7.3,1716,http://www.forbes.com/companies/realogy-holdings/
Daishi Bank,Financials,Regional Banks,Asia,Japan,1.3,0.9,0.1,46.1,1717,http://www.forbes.com/companies/daishi-bank/
Kansas City Southern,Industrials,Railroads,North America,United States,11.4,2.4,0.4,7.4,1718,http://www.forbes.com/companies/kansas-city-southern/
Alinma Bank,Financials,Regional Banks,Asia,Saudi Arabia,7.5,0.7,0.3,16.8,1719,http://www.forbes.com/companies/alinma-bank/
Shiga Bank,Financials,Regional Banks,Asia,Japan,1.4,0.9,0.1,45.8,1719,http://www.forbes.com/companies/shiga-bank/
Suruga Bank,Financials,Regional Banks,Asia,Japan,4.5,1.2,0.3,37.2,1719,http://www.forbes.com/companies/suruga-bank/
Royal Boskalis,Industrials,Construction Services,Europe,Netherlands,6.6,4.7,0.5,7.9,1722,http://www.forbes.com/companies/royal-boskalis/
SQM,Materials,Diversified Chemicals,South America,Chile,8.3,2.2,0.5,4.8,1722,http://www.forbes.com/companies/sqm/
Toho Bank,Financials,Regional Banks,Asia,Japan,0.9,0.6,0.1,45.8,1722,http://www.forbes.com/companies/toho-bank/
Aboitiz Equity Ventures,Industrials,Conglomerates,Asia,Philippines,7,1.9,0.6,4.6,1725,http://www.forbes.com/companies/aboitiz-equity-ventures/
McCormick & Co,Consumer Staples,Food Processing,North America,United States,9.3,4.2,0.4,4.4,1725,http://www.forbes.com/companies/mccormick-co/
Jabil Circuit,Information Technology,Electronics,North America,United States,3.7,17.5,0.3,8.1,1727,http://www.forbes.com/companies/jabil-circuit/
Dick's Sporting Goods,Consumer Discretionary,Specialty Stores,North America,United States,6.8,6.2,0.3,3.1,1727,http://www.forbes.com/companies/dicks-sporting-goods/
Murphy USA,Consumer Discretionary,Specialty Stores,North America,United States,1.9,18.1,0.2,1.9,1727,http://www.forbes.com/companies/murphy-usa/
Varian Medical Systems,Health Care,Medical Equipment & Supplies,North America,United States,8.7,3,0.4,3.4,1730,http://www.forbes.com/companies/varian-medical-systems/
Hainan Airlines,Industrials,Airline,Asia,China,3.6,4.8,0.3,17.1,1731,http://www.forbes.com/companies/hainan-airlines/
MeadWestvaco,Materials,Paper & Paper Products,North America,United States,6.7,5.4,0.3,10.3,1732,http://www.forbes.com/companies/meadwestvaco/
Banca Popolare di Sondrio,Financials,Regional Banks,Europe,Italy,2.2,2.1,0.1,45.2,1733,http://www.forbes.com/companies/banca-popolare-di-sondrio/
Indian Bank,Financials,Regional Banks,Asia,India,0.9,2.8,0.3,30,1734,http://www.forbes.com/companies/indian-bank/
Honbridge Holdings,,,Asia,Hong Kong,1.3,0,1.2,2,1734,http://www.forbes.com/companies/honbridge-holdings/
Umicore,Materials,Diversified Metals & Mining,Europe,Belgium,5.6,13,0.2,4.8,1736,http://www.forbes.com/companies/umicore/
Abu Dhabi Islamic Bank,Financials,Regional Banks,Asia,United Arab Emirates,4.8,1.3,0.3,28.1,1736,http://www.forbes.com/companies/abu-dhabi-islamic-bank/
Orient,Financials,Consumer Financial Services,Asia,Japan,1.6,2.1,0.1,45.1,1738,http://www.forbes.com/companies/orient/
VeriSign,Information Technology,Software & Programming,North America,United States,7.2,1,0.5,2.7,1739,http://www.forbes.com/companies/verisign/
Great Wall Technology,Consumer Discretionary,Consumer Electronics,Asia,China,0.5,15.1,0,9,1740,http://www.forbes.com/companies/great-wall-technology/
CVR Energy,Energy,Oil & Gas Operations,North America,United States,3.8,9,0.4,3.7,1741,http://www.forbes.com/companies/cvr-energy/
Hellenic Petroleum,Energy,Oil & Gas Operations,Europe,Greece,3.1,12.8,-0.4,9.9,1741,http://www.forbes.com/companies/hellenic-petroleum/
Balfour Beatty,Industrials,Construction Services,Europe,United Kingdom,3.4,13.7,0,9.5,1743,http://www.forbes.com/companies/balfour-beatty/
Bilfinger,Industrials,Construction Services,Europe,Germany,5.6,11.2,0.2,9,1743,http://www.forbes.com/companies/bilfinger/
Monster Beverage,Consumer Staples,Beverages,North America,United States,11.9,2.2,0.3,1.4,1745,http://www.forbes.com/companies/monster-beverage/
SpareBank 1 SR-Bank,Financials,Regional Banks,Europe,Norway,2.6,1.3,0.3,25.9,1745,http://www.forbes.com/companies/sparebank-1-sr-bank/
Taiwan Business Bank,Financials,Regional Banks,Asia,Taiwan,1.6,0.9,0.1,44.6,1747,http://www.forbes.com/companies/taiwan-business-bank/
Indian Overseas Bank,Financials,Regional Banks,Asia,India,1,4.1,0.1,41.9,1748,http://www.forbes.com/companies/indian-overseas-bank/
Nine Entertainment Co. Holdings Pty,,,Australia,Australia,2.1,1.3,1.2,3.1,1748,http://www.forbes.com/companies/nine-entertainment/
Chinese Estates,Financials,Real Estate,Asia,Hong Kong,4.7,0.9,0.8,9.8,1750,http://www.forbes.com/companies/chinese-estates/
Basler Kantonalbank,Financials,Regional Banks,Europe,Switzerland,2.6,0.9,0.1,44.1,1750,http://www.forbes.com/companies/basler-kantonalbank/
Commercial International Bank,Financials,Regional Banks,Africa,Egypt,4.8,1.7,0.4,16.4,1750,http://www.forbes.com/companies/commercial-international-bank/
East West Bancorp,Financials,Regional Banks,North America,United States,5.3,1.1,0.3,24.7,1753,http://www.forbes.com/companies/east-west-bancorp/
Gannett,Consumer Discretionary,Printing & Publishing,North America,United States,6.4,5.2,0.4,9.2,1754,http://www.forbes.com/companies/gannett/
Credito Emiliano,Financials,Regional Banks,Europe,Italy,3.4,2,0.2,43.4,1755,http://www.forbes.com/companies/credito-emiliano/
Illumina,Health Care,Biotechs,North America,United States,20.1,1.4,0.1,3,1756,http://www.forbes.com/companies/illumina/
Nelnet,Financials,Consumer Financial Services,North America,United States,1.9,1.1,0.3,27.8,1757,http://www.forbes.com/companies/nelnet/
SVB Financial Group,Financials,Regional Banks,North America,United States,5.9,1.4,0.2,26.5,1758,http://www.forbes.com/companies/svb-financial-group/
Church & Dwight,Consumer Staples,Household/Personal Care,North America,United States,9.4,3.2,0.4,4.3,1759,http://www.forbes.com/companies/church-dwight/
LG Uplus,Telecommunication Services,Telecommunications services,Asia,South Korea,4.3,10.5,0.3,11.2,1759,http://www.forbes.com/companies/lg-uplus/
Credit Saison,Financials,Consumer Financial Services,Asia,Japan,3.6,3.2,0.4,21.2,1761,http://www.forbes.com/companies/credit-saison/
Mercuries & Associates,Consumer Discretionary,Department Stores,Asia,Taiwan,0.5,5.2,0,23.1,1762,http://www.forbes.com/companies/mercuries-associates/
Guangzhou Automobile Group Co. Ltd.,Consumer Discretionary,Auto & Truck Manufacturers,Asia,China,7.4,3,0.4,9.5,1763,http://www.forbes.com/companies/guangzhou-automobile/
Hysan Development,Financials,Real Estate,Asia,Hong Kong,4.6,0.4,0.8,9.8,1763,http://www.forbes.com/companies/hysan-development/
Maxim Integrated Products,Information Technology,Semiconductors,North America,United States,9.3,2.4,0.4,4.3,1765,http://www.forbes.com/companies/maxim-integrated-products/
AGL Resources,Utilities,Natural Gas Utilities,North America,United States,5.8,4.7,0.3,14.8,1766,http://www.forbes.com/companies/agl-resources/
Supervalu,Consumer Staples,Food Retail,North America,United States,1.8,17,-1.3,4.7,1767,http://www.forbes.com/companies/supervalu/
Avon Products,Consumer Staples,Household/Personal Care,North America,United States,6.4,10,-0.1,6.5,1768,http://www.forbes.com/companies/avon-products/
OW Bunker,,,Europe,Denmark,1.2,17,0.1,1.8,1768,http://www.forbes.com/companies/ow-bunker/
Airgas,Materials,Specialized Chemicals,North America,United States,8,5.1,0.3,5.8,1770,http://www.forbes.com/companies/airgas/
Herbalife,Consumer Staples,Food Retail,North America,Cayman Islands,5.9,4.8,0.5,2.5,1771,http://www.forbes.com/companies/herbalife/
Tokyo Electron,Information Technology,Semiconductors,Asia,Japan,11,5.4,-0.3,7.6,1772,http://www.forbes.com/companies/tokyo-electron/
Shanghai Material Trading,Industrials,Trading Companies,Asia,China,0.8,16.9,-0.1,2,1772,http://www.forbes.com/companies/shanghai-material-trading/
GameStop Corp.,Information Technology,Computer & Electronics Retail,North America,United States,4.9,9,0.4,4.1,1774,http://www.forbes.com/companies/gamestop/
Higo Bank,Financials,Regional Banks,Asia,Japan,1.2,0.9,0.1,41.5,1775,http://www.forbes.com/companies/higo-bank/
American Equity Investment,Financials,Life & Health Insurance,North America,United States,1.7,1.6,0.3,41.3,1776,http://www.forbes.com/companies/american-equity-investment/
UGI,Utilities,Natural Gas Utilities,North America,United States,5.2,7.5,0.3,10.7,1777,http://www.forbes.com/companies/ugi/
Tullow Oil,Energy,Oil & Gas Operations,Europe,United Kingdom,11.4,2.6,0.2,11.5,1777,http://www.forbes.com/companies/tullow-oil/
Saudi Investment Bank,Financials,Investment Services,Asia,Saudi Arabia,4.5,0.7,0.3,21.5,1779,http://www.forbes.com/companies/saudi-investment-bank/
Millicom International,Telecommunication Services,Telecommunications services,Europe,Luxembourg,10.2,5.2,0.2,9.1,1779,http://www.forbes.com/companies/millicom-international/
DCC,Industrials,Conglomerates,Europe,Ireland,4.7,16.7,0.2,5,1781,http://www.forbes.com/companies/dcc/
Tauron Group,Utilities,Electric Utilities,Europe,Poland,3.1,6.1,0.4,10.1,1781,http://www.forbes.com/companies/tauron-group/
Hanwa,Materials,Diversified Metals & Mining,Asia,Japan,0.8,16.6,0.1,5.8,1783,http://www.forbes.com/companies/hanwa/
San-In Godo Bank,Financials,Regional Banks,Asia,Japan,1.1,0.9,0.1,41.3,1784,http://www.forbes.com/companies/san-in-godo-bank/
Ecobank Transnational Incorporated,Financials,Regional Banks,Africa,Togo,1.4,2.6,0.3,21.5,1785,http://www.forbes.com/companies/ecobank-transnational-incorporated/
Kaisa Group Holdings,Financials,Consumer Financial Services,Asia,China,1.8,3.2,0.5,14.5,1786,http://www.forbes.com/companies/kaisa-group-holdings/
Hunan Valin Steel,Materials,Iron & Steel,Asia,China,0.9,9.7,0,11.7,1786,http://www.forbes.com/companies/hunan-valin-steel/
Hyakujushi Bank,Financials,Regional Banks,Asia,Japan,1.1,0.7,0.1,41,1788,http://www.forbes.com/companies/hyakujushi-bank/
